id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
49681	software reliability growth model	-0.0688	1.2527	6	46	213	155	2013.071	12.9226	1.5923
49689	software reliability model	0.1327	1.4292	6	10	18	23	2013.5652	7.4783	0.8501
49727	software reuse	0.148	0.2217	2	32	56	42	2011.2619	3.1905	0.4309
49784	software standards	-0.6265	0.1807	1	35	41	26	2008.7308	20.9231	2.5153
49868	software testability	0.2485	0.4073	3	20	22	21	2009.8571	3.7143	0.562
50033	software vulnerability	0.3779	-0.8389	5	18	26	23	2016	4.6957	0.7774
50074	software-defined networking	-0.6692	-0.7991	1	19	45	52	2016.8846	9.3846	1.6005
50704	specification	0.4664	-1.1278	2	21	38	26	2011.4615	3.4615	0.4869
50722	specification mining	-0.0596	-0.5712	10	16	31	24	2015.625	13	1.6019
50739	specification-based testing	0.9144	-0.4087	5	44	80	57	2009	15.0351	1.2133
51150	stability	-0.6594	0.5204	3	20	26	32	2014.0938	4.7812	0.5295
51434	static analysis	0.3433	-0.3668	4	120	324	239	2013.8368	9.5105	1.5241
51565	statistical analysis	-0.3043	-0.317	9	38	60	42	2012.0238	10.119	1.3564
51637	statistical testing	0.3189	0.6245	6	32	41	24	2012.5417	9.4583	1.2841
52039	stress	-0.4688	0.4579	3	15	17	23	2011.3478	3.913	0.4732
52192	structural testing	1.014	-0.238	5	73	226	153	2011.2484	11.0196	1.0642
52677	support vector machine	-0.0648	0.8379	3	43	82	61	2015.541	6.5082	1.2902
52821	sustainability	-0.598	0.2648	1	15	15	23	2015.7391	8.3478	2.4131
52879	swarm intelligence	1.2221	0.7642	7	23	33	20	2016.3	5.5	0.8808
52988	symbolic execution	0.9249	-0.5849	5	100	356	295	2014.1424	14.339	1.8729
53048	synchronization	-0.3337	-0.5085	4	22	29	29	2014.7241	20.069	2.2282
53213	system design	-0.689	0.1763	1	16	19	21	2013.9048	5	0.7796
53300	system testing	-0.9012	-0.0484	1	133	479	186	2006.914	11.414	1.001
53753	technical debt	0.1919	0.7577	2	18	27	20	2016.6	3.15	0.8017
54027	test adequacy	1.0454	0.1609	5	25	45	23	2013.8261	12.1304	1.6522
54076	test automation	0.3025	-0.0445	2	200	787	567	2014.0353	9.7072	1.3634
54087	test bed	-0.5352	-0.3079	1	23	26	24	2013.875	4.5	0.8973
54090	test bench	-0.6314	-0.2624	1	11	11	20	2015.2	2.2	0.442
54169	test case prioritization	0.7837	0.5189	8	134	621	418	2014.9426	17.4163	2.3141
54188	test case reduction	0.982	0.5425	8	26	42	28	2014.9286	3.8214	0.635
54198	test case selection	0.8776	0.5061	8	82	271	145	2013.3241	11.5586	1.2432
54294	test data	0.8125	-0.0745	7	47	91	62	2012.6935	8.5	0.8609
54335	test design	0.1013	0.1454	2	33	44	33	2012.8485	23.4242	1.819
54395	test execution	-0.1334	-0.2145	2	21	31	20	2013.7	8.45	1.2691
54502	test management	0.0095	0.4467	2	36	85	49	2012.6531	10.3061	1.265
54561	test optimization	0.1867	0.0281	9	18	28	21	2016.4762	5.7619	2.2162
54562	test oracle	0.1921	0.4903	11	99	262	165	2013.8848	16.0242	2.1677
54821	test suite minimization	1.0221	0.7238	8	28	66	39	2013.8205	32.9744	3.3576
54823	test suite optimization	0.8504	0.8903	7	22	41	27	2015.1481	4.2963	0.8066
54828	test suite reduction	0.9874	0.7697	8	39	113	85	2012.9647	9.8588	1.0747
54841	test system	-0.5475	-0.8571	2	9	10	26	2014.1923	0.5769	0.102
54937	test-driven development	0.3171	0.0801	2	73	153	146	2013.8973	8.7192	0.9937
54991	testability	0.2406	0.0733	3	54	74	48	2010.7917	6.5417	0.6508
55057	testing and debugging	0.2884	-0.1365	5	17	25	21	2012.5714	48.4762	4.7865
55142	testing effort	0.0967	0.9092	6	26	60	29	2014.5172	8.3793	1.474
55173	testing framework	0.6712	-0.4793	9	19	26	23	2013.4783	15.3478	2.1927
55269	testing process	0.0811	0.7044	2	35	43	29	2010.9655	5.4483	0.4809
55315	testing strategies	0.1601	-0.0195	2	29	48	26	2009.9615	55.5	4.48
55344	testing tools	0.2735	-0.2503	2	77	147	92	2012.6522	10.5761	1.08
56142	timed automata	0.1458	-0.8189	10	28	62	36	2014.75	5.0833	0.742
56522	traceability	-0.054	0.1059	2	43	82	53	2013.3396	7.0943	0.8976
57135	trust	0.0006	0.2424	2	16	18	22	2015.0909	1.8636	0.2646
57188	ttcn-3	-0.1779	-0.6818	2	23	29	30	2012.1333	2.7667	0.3397
57723	uncertainty	-0.4627	0.7529	3	30	44	50	2014.7	4.88	1.3201
57845	unified modeling language	0.1402	-0.2627	10	111	270	164	2010.8537	9.5976	0.9165
57904	unit test	0.2413	-0.0505	2	38	51	43	2014.3256	3.3023	0.5635
57914	unit testing	0.5832	-0.1225	2	136	418	244	2013.1926	11.8852	1.4464
57919	unit tests	0.2845	0.1319	2	25	29	22	2015.9091	8.5	1.2722
58180	usability	-0.8376	0.1692	1	47	98	90	2012.6111	8.1333	1.145
58213	usability testing	-0.6625	0.3111	1	21	31	56	2012.4821	7.9107	0.9008
58281	use cases	-0.1685	0.1535	10	23	29	22	2012.5909	8.6818	1.0478
58323	user experience	-0.7676	0.3662	1	27	35	24	2014.6667	4.9583	0.8311
58350	user interfaces	-0.8444	0.0306	1	47	66	39	2010.3846	9.4615	1.056
58557	validation	-0.1537	-0.0354	1	135	322	199	2012.0603	8.4774	1.001
58648	variability	-0.1742	0.347	3	27	39	26	2014.1154	5.6154	0.9468
58931	verification	0.0766	-0.498	4	164	533	366	2011.7022	16.582	1.5685
58935	verification and validation	0.2614	-0.3644	2	43	53	36	2012.6389	6.3056	0.7233
59039	vhdl	0.111	-0.6408	9	9	24	21	2010.2857	3.7143	0.2764
59270	virtual reality	-0.8139	0.2071	1	25	28	43	2014.8605	5.8605	1.2084
59325	virtualization	-0.4178	-0.4895	1	73	149	103	2014.1553	5.4466	0.7677
59473	visualization	-0.4464	-0.2648	1	92	145	89	2013.3933	4.0225	0.5819
59728	vulnerability	-0.1796	-0.8453	4	34	74	49	2016.3878	4.8776	1.1121
60177	web	0.1171	-0.3253	9	23	33	20	2015.6	6.1	1.0125
60199	web application testing	0.5938	-0.3909	9	50	95	71	2013.6479	17	1.8228
60201	web applications	0.5211	-0.4107	9	88	220	152	2013.2303	12.8355	1.3516
60295	web services	0.7439	-0.3913	8	92	235	145	2012.8759	8.931	0.9254
60816	wireless sensor network	-0.8851	0.5763	1	11	11	20	2014.5	3.7	0.4706
60820	wireless sensor networks	-0.7737	-0.2534	1	27	36	40	2014.45	9.275	1.4549
61016	ws-bpel	1.0715	-0.1257	8	21	50	24	2012.375	11.5417	1.1348
61023	wsdl	1.1136	-0.3263	8	17	44	22	2014.3182	7.8182	0.8105
61128	xml	0.0606	-0.288	1	53	77	49	2009.2245	6.8571	0.5468
